id,season,gameType,gameDate,startTimeUTC,gameState,awayTeam.abbrev,awayTeam.score,homeTeam.abbrev,homeTeam.score,gameOutcome.lastPeriodType
2023020001,20232024,2,2023-10-10,2023-10-10T21:30:00Z,OFF,NSH,3,TBL,5,REG
2023020002,20232024,2,2023-10-10,2023-10-11T00:00:00Z,OFF,CHI,4,PIT,2,REG
2023020003,20232024,2,2023-10-10,2023-10-11T02:30:00Z,OFF,SEA,1,VGK,4,REG
2023020004,20232024,2,2023-10-11,2023-10-11T23:00:00Z,OFF,OTT,3,CAR,5,REG
2023020005,20232024,2,2023-10-11,2023-10-11T23:00:00Z,OFF,MTL,5,TOR,6,SO
2023020006,20232024,2,2023-10-11,2023-10-11T23:30:00Z,OFF,CHI,1,BOS,3,REG
2023020007,20232024,2,2023-10-11,2023-10-12T02:00:00Z,OFF,WPG,3,CGY,5,REG
2023020008,20232024,2,2023-10-11,2023-10-12T02:00:00Z,OFF,COL,5,LAK,2,REG
2023020009,20232024,2,2023-10-11,2023-10-12T02:00:00Z,OFF,EDM,1,VAN,8,REG
2023020010,20232024,2,2023-10-12,2023-10-12T23:00:00Z,OFF,NYR,5,BUF,1,REG
2023020011,20232024,2,2023-10-12,2023-10-12T23:00:00Z,OFF,PHI,4,CBJ,2,REG
2023020012,20232024,2,2023-10-12,2023-10-12T23:30:00Z,OFF,DET,3,NJD,4,REG
2023020013,20232024,2,2023-10-12,2023-10-13T00:00:00Z,OFF,STL,1,DAL,2,SO
2023020014,20232024,2,2023-10-12,2023-10-13T00:00:00Z,OFF,FLA,0,MIN,2,REG
2023020015,20232024,2,2023-10-12,2023-10-13T00:00:00Z,OFF,SEA,0,NSH,3,REG
2023020016,20232024,2,2023-10-12,2023-10-13T02:30:00Z,OFF,VGK,4,SJS,1,REG
2023020017,20232024,2,2023-10-13,2023-10-13T23:00:00Z,OFF,ARI,4,NJD,3,SO
2023020018,20232024,2,2023-10-13,2023-10-13T23:30:00Z,OFF,PIT,4,WSH,0,REG
2023020019,20232024,2,2023-10-14,2023-10-14T17:00:00Z,OFF,PHI,2,OTT,5,REG
2023020020,20232024,2,2023-10-14,2023-10-14T20:00:00Z,OFF,FLA,4,WPG,6,REG
2023020021,20232024,2,2023-10-14,2023-10-14T23:00:00Z,OFF,NSH,2,BOS,3,REG
2023020022,20232024,2,2023-10-14,2023-10-14T23:00:00Z,OFF,NYR,3,CBJ,5,REG
2023020023,20232024,2,2023-10-14,2023-10-14T23:00:00Z,OFF,TBL,4,DET,6,REG
2023020024,20232024,2,2023-10-14,2023-10-14T23:00:00Z,OFF,CHI,2,MTL,3,REG
2023020025,20232024,2,2023-10-14,2023-10-14T23:00:00Z,OFF,CGY,2,PIT,5,REG
2023020026,20232024,2,2023-10-14,2023-10-14T23:00:00Z,OFF,MIN,4,TOR,7,REG
2023020027,20232024,2,2023-10-14,2023-10-14T23:30:00Z,OFF,BUF,2,NYI,3,REG
2023020028,20232024,2,2023-10-14,2023-10-15T00:00:00Z,OFF,SEA,1,STL,2,SO
2023020029,20232024,2,2023-10-14,2023-10-15T02:00:00Z,OFF,VAN,4,EDM,3,REG
2023020030,20232024,2,2023-10-14,2023-10-15T02:00:00Z,OFF,COL,2,SJS,1,SO
2023020031,20232024,2,2023-10-14,2023-10-15T02:00:00Z,OFF,ANA,1,VGK,4,REG
2023020032,20232024,2,2023-10-14,2023-10-15T02:30:00Z,OFF,CAR,6,LAK,5,SO
2023020033,20232024,2,2023-10-15,2023-10-15T23:00:00Z,OFF,TBL,2,OTT,5,REG
2023020034,20232024,2,2023-10-15,2023-10-16T00:30:00Z,OFF,CAR,3,ANA,6,REG
2023020035,20232024,2,2023-10-16,2023-10-16T23:00:00Z,OFF,DET,4,CBJ,0,REG
2023020036,20232024,2,2023-10-16,2023-10-16T23:00:00Z,OFF,FLA,4,NJD,3,REG
2023020037,20232024,2,2023-10-16,2023-10-16T23:00:00Z,OFF,ARI,1,NYR,2,REG
2023020038,20232024,2,2023-10-16,2023-10-16T23:00:00Z,OFF,CHI,4,TOR,1,REG
